,校碼,序號,學校名稱,系組名稱,學測檢定標準,,,,,,英聽檢定標準,採計科目及加權,,,,,,,,,,,,,,,,,,,,,,,
dep_id,,,,,國文,英文,數學A,數學B,社會,自然,,數學甲,物理,化學,生物,歷史,地理,公民,國文,英文,數學A,數學B,社會,自然,,,,,,,,,,,
00240,002,33,國立臺灣師範大學        ,設計學系產品設計組,,,,,,,,1.25 ,1.25 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.25 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
00238,002,34,國立臺灣師範大學        ,音樂學系,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
00204,002,35,國立臺灣師範大學        ,表演藝術學士學位學程,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,1.50 ,0.00 ,0.00 ,1.75 ,1.25 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
00203,002,36,國立臺灣師範大學        ,設計學系視覺設計組,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,1.50 ,1.50 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
00223,002,37,國立臺灣師範大學        ,美術學系繪畫組,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
00229,002,38,國立臺灣師範大學        ,美術學系水墨畫組,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
00205,002,39,國立臺灣師範大學        ,體育與運動科學系,,,,,,,,0.00 ,0.00 ,0.00 ,1.50 ,0.00 ,0.00 ,0.00 ,1.00 ,2.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
00301,003,1,國立中興大學            ,中國文學系,,,,,,,B,0.00 ,0.00 ,0.00 ,0.00 ,1.25 ,0.00 ,0.00 ,2.00 ,1.50 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
00302,003,2,國立中興大學            ,外國語文學系,,,,,,,A,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.00 ,0.00 ,1.00 ,2.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
00307,003,3,國立中興大學            ,歷史學系,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,1.50 ,1.00 ,0.00 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
00341,003,4,國立中興大學            ,台灣人文創新學士學位學程,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,1.50 ,1.50 ,0.00 ,2.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
00303,003,5,國立中興大學            ,財務金融學系,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.00 ,2.00 ,0.00 ,2.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
00304,003,6,國立中興大學            ,企業管理學系,,均標,,均標,,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.00 ,2.00 ,0.00 ,2.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
00305,003,7,國立中興大學            ,法律學系,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,1.50 ,1.50 ,1.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
00320,003,8,國立中興大學            ,行銷學系,,,前標,前標,,,B,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.00 ,0.00 ,1.00 ,2.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
00333,003,9,國立中興大學            ,資訊管理學系,,,,,,,,2.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,2.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
00336,003,10,國立中興大學            ,會計學系,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.00 ,2.00 ,0.00 ,2.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
00315,003,11,國立中興大學            ,應用經濟學系,,,,,,,,1.50 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,2.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
00321,003,12,國立中興大學            ,化學系,,,,,,,,2.00 ,1.00 ,2.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.50 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
00308,003,13,國立中興大學            ,物理學系一般物理組,,,,,,,,1.50 ,1.50 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.50 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
00337,003,14,國立中興大學            ,物理學系光電物理組,,,,,,,,1.50 ,1.50 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.50 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
00322,003,15,國立中興大學            ,應用數學系應用數學組,,,,,,,,2.00 ,1.50 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.50 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
00338,003,16,國立中興大學            ,應用數學系數據科學與計算組,,,,,,,,2.00 ,1.50 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.50 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
00310,003,17,國立中興大學            ,機械工程學系,,,,,,,,2.00 ,2.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.50 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
00311,003,18,國立中興大學            ,土木工程學系,,,,,,,,0.00 ,2.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.50 ,2.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
00312,003,19,國立中興大學            ,環境工程學系,,,,,,,,1.50 ,1.50 ,1.50 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
00324,003,20,國立中興大學            ,化學工程學系,,,,,,,,1.00 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
00325,003,21,國立中興大學            ,材料科學與工程學系,,,,,,,,1.00 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
00340,003,22,國立中興大學            ,智慧創意工程學士學位學程,,,,,,,,1.50 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
00309,003,23,國立中興大學            ,資訊工程學系,,,,,,,,1.00 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.50 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
00313,003,24,國立中興大學            ,電機工程學系甲組,,,,,,,,1.00 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
00339,003,25,國立中興大學            ,電機工程學系乙組,,,,,,,,1.00 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.25 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
00342,003,26,國立中興大學            ,電機資訊學院學士班,,,,,,,,1.00 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
00319,003,27,國立中興大學            ,水土保持學系,,,,,,,,2.00 ,2.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.50 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
00329,003,28,國立中興大學            ,生物產業機電工程學系,,,後標,,,,,1.00 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
00314,003,29,國立中興大學            ,農藝學系,,,,,,,,0.00 ,0.00 ,1.50 ,1.50 ,0.00 ,0.00 ,0.00 ,1.00 ,1.50 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
00306,003,30,國立中興大學            ,園藝學系,,,,,,,B,0.00 ,0.00 ,1.50 ,2.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.50 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
00326,003,31,國立中興大學            ,森林學系林學組,,,,,,,,0.00 ,1.00 ,1.00 ,1.50 ,0.00 ,0.00 ,0.00 ,0.00 ,1.50 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
00327,003,32,國立中興大學            ,森林學系木材科學組,,,,,,,,0.00 ,1.25 ,1.50 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.50 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
00316,003,33,國立中興大學            ,植物病理學系,,,,,,,,0.00 ,0.00 ,1.50 ,1.50 ,0.00 ,0.00 ,0.00 ,1.00 ,1.50 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
00317,003,34,國立中興大學            ,昆蟲學系,,,,,,,,0.00 ,0.00 ,1.50 ,1.50 ,0.00 ,0.00 ,0.00 ,1.00 ,1.50 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
00318,003,35,國立中興大學            ,動物科學系,,,,,,,B,0.00 ,0.00 ,1.50 ,1.50 ,0.00 ,0.00 ,0.00 ,1.00 ,1.50 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
00328,003,36,國立中興大學            ,土壤環境科學系,,,,,,,,1.00 ,1.00 ,2.00 ,2.00 ,0.00 ,0.00 ,0.00 ,0.00 ,2.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
00330,003,37,國立中興大學            ,食品暨應用生物科技學系,,,,,,,,0.00 ,0.00 ,1.50 ,1.50 ,0.00 ,0.00 ,0.00 ,1.00 ,1.50 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
00334,003,38,國立中興大學            ,生物科技學士學位學程,,,,,,,,0.00 ,1.00 ,1.50 ,1.50 ,0.00 ,0.00 ,0.00 ,1.00 ,1.50 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
00335,003,39,國立中興大學            ,景觀與遊憩學士學位學程,,,,,,,,1.50 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.50 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
00332,003,40,國立中興大學            ,國際農企業學士學位學程,,,,,,,A,1.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,1.00 ,2.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
00323,003,41,國立中興大學            ,生命科學系,,,,,,,,0.00 ,0.00 ,1.75 ,1.75 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,,,,,,,,,,
00331,003,42,國立中興大學            ,獸醫學系,,,,,,,B,1.00 ,0.00 ,1.50 ,1.50 ,0.00 ,0.00 ,0.00 ,1.00 ,1.50 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
00412,004,1,國立成功大學            ,中國文學系,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,1.50 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
00413,004,2,國立成功大學            ,外國語文學系,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.00 ,0.00 ,1.50 ,2.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
00414,004,3,國立成功大學            ,歷史學系,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,1.50 ,1.00 ,0.00 ,1.25 ,1.25 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
00415,004,4,國立成功大學            ,台灣文學系,,均標,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.00 ,0.00 ,1.50 ,1.50 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
00401,004,5,國立成功大學            ,數學系,,,,,,,,2.00 ,1.50 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.50 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
00421,004,6,國立成功大學            ,物理學系,,,,,,,,1.50 ,1.50 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.50 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
00402,004,7,國立成功大學            ,化學系,,,,,,,,1.25 ,1.25 ,1.50 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
00403,004,8,國立成功大學            ,地球科學系,,,,,,,,1.00 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
00439,004,9,國立成功大學            ,光電科學與工程學系,,,,,,,,1.00 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
00423,004,10,國立成功大學            ,機械工程學系,均標,,均標,,,,,2.00 ,2.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
00448,004,11,國立成功大學            ,機械工程學系(普渡雙聯組),,,均標,,,,A,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
00425,004,12,國立成功大學            ,化學工程學系,,,,,,,,1.25 ,1.25 ,1.25 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
00427,004,13,國立成功大學            ,材料科學及工程學系,前標,前標,,,,,,0.00 ,1.50 ,1.50 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
00426,004,14,國立成功大學            ,資源工程學系,,,,,,,,0.00 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
00404,004,15,國立成功大學            ,土木工程學系,,,,,,,,0.00 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
00405,004,16,國立成功大學            ,水利及海洋工程學系,,,,,,,,1.75 ,1.50 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.25 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
00429,004,17,國立成功大學            ,工程科學系,,,,,,,,1.00 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
00430,004,18,國立成功大學            ,系統及船舶機電工程學系,,,,,,,,1.00 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
00432,004,19,國立成功大學            ,航空太空工程學系,,,,,,,,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
00407,004,20,國立成功大學            ,環境工程學系,,,,,,,,1.00 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
00408,004,21,國立成功大學            ,測量及空間資訊學系,,,,,,,,2.00 ,2.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,2.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
00443,004,22,國立成功大學            ,生物醫學工程學系,,,,,,,,1.00 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
00434,004,23,國立成功大學            ,工業與資訊管理學系,,,,,,,,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
00435,004,24,國立成功大學            ,交通管理科學系,,,,,,,,1.25 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.25 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
00417,004,25,國立成功大學            ,企業管理學系,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.00 ,2.00 ,0.00 ,2.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
00422,004,26,國立成功大學            ,統計學系,,,,,,,,1.50 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.50 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
00416,004,27,國立成功大學            ,會計學系,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.00 ,2.00 ,0.00 ,2.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
00436,004,28,國立成功大學            ,醫學系(自費),頂標,,,,,,,1.00 ,1.00 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
00446,004,29,國立成功大學            ,醫學系(公費),頂標,,,,,,,1.00 ,1.00 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
00447,004,30,國立成功大學            ,牙醫學系,頂標,,頂標,,,,,1.00 ,1.00 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
00410,004,31,國立成功大學            ,醫學檢驗生物技術學系,,,,,,,,1.00 ,0.00 ,1.25 ,1.25 ,0.00 ,0.00 ,0.00 ,1.00 ,1.25 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
00411,004,32,國立成功大學            ,護理學系,,,,,,,,1.00 ,0.00 ,1.00 ,1.50 ,0.00 ,0.00 ,0.00 ,1.00 ,1.50 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
00437,004,33,國立成功大學            ,職能治療學系,,,,,,,,0.00 ,1.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
00438,004,34,國立成功大學            ,物理治療學系,,,,,,,,1.00 ,1.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.25 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
00444,004,35,國立成功大學            ,藥學系,,,,,,,,1.00 ,0.00 ,1.25 ,1.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
00418,004,36,國立成功大學            ,政治學系,均標,均標,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,1.00 ,1.25 ,1.25 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
00419,004,37,國立成功大學            ,經濟學系(自然組),,,,,,,,2.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.50 ,2.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
00420,004,38,國立成功大學            ,法律學系,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,1.00 ,1.00 ,1.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
00442,004,39,國立成功大學            ,心理學系,,,,,,,,1.50 ,0.00 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.50 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
00424,004,40,國立成功大學            ,電機工程學系,,,,,,,,1.00 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
00449,004,41,國立成功大學            ,電機工程學系(普渡雙聯組),,頂標,,,,,A,1.00 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
00433,004,42,國立成功大學            ,資訊工程學系,,,,,,,,1.00 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
00450,004,43,國立成功大學            ,資訊工程學系(普渡雙聯組),,前標,,,,,A,1.00 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
00428,004,44,國立成功大學            ,建築學系,,,,,,,,1.25 ,1.25 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.25 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
00431,004,45,國立成功大學            ,都市計劃學系(自然組),,,,,,,,0.00 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.50 ,1.50 ,1.50 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
00441,004,46,國立成功大學            ,都市計劃學系(社會組),,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.00 ,0.00 ,1.50 ,1.50 ,1.50 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
00406,004,47,國立成功大學            ,工業設計學系,,,,,,,,1.00 ,1.50 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.50 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
00409,004,48,國立成功大學            ,生命科學系,均標,,,,,,,0.00 ,1.00 ,1.50 ,1.50 ,0.00 ,0.00 ,0.00 ,0.00 ,1.25 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
00445,004,49,國立成功大學            ,生物科技與產業科學系,前標,前標,,,,,,0.00 ,1.00 ,1.50 ,1.50 ,0.00 ,0.00 ,0.00 ,0.00 ,1.50 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
00440,004,50,國立成功大學            ,全校不分系學士學位學程,,,,,,,,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
00451,004,51,國立成功大學            ,經濟學系(社會組),,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,2.00 ,1.00 ,2.00 ,2.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
00501,005,1,東吳大學                ,中國文學系,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,2.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
00502,005,2,東吳大學                ,歷史學系,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,2.00 ,0.00 ,0.00 ,2.00 ,1.50 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
00503,005,3,東吳大學                ,哲學系,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,2.00 ,2.00 ,0.00 ,2.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
00504,005,4,東吳大學                ,政治學系,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.50 ,1.50 ,1.50 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
00505,005,5,東吳大學                ,社會學系,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.50 ,1.50 ,1.50 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
00506,005,6,東吳大學                ,社會工作學系,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.50 ,1.50 ,1.50 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
00507,005,7,東吳大學                ,音樂學系,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
00508,005,8,東吳大學                ,英文學系,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,1.50 ,2.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,
00509,005,9,東吳大學                ,日本語文學系,,,,,,,,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,1.50 ,1.50 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,,,,,,,,,,
